Results_ID,Result_group,Age_general,Age_min,Age_max,Age_original,Population_gender,Indigenous_status,Indigenous_population,Country,Jurisdiction,Specific_location,Year_start,Year_stop,Observation_time_years,Numerator,Denominator,Point_estimate,Measure,Interpolated_from_graph,Age_standardisation,Dataset_name,Proportion,Mortality_flag,Recurrent_ARF_flag,GAS_attributable_fraction,Defined_ARF,Focus_of_study,Notes
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1999,1999,1,N/A,N/A,8,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1999,1999,1,N/A,N/A,4.2,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,1999,1999,1,N/A,N/A,8,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2000,2000,1,N/A,N/A,54,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2011MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2000,2000,1,N/A,N/A,55,peak outbreak - No of cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2000,2000,1,N/A,N/A,28.1,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2000,2000,1,N/A,N/A,55,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2001,2001,1,N/A,N/A,20,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2001,2001,1,N/A,N/A,9.6,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2001,2001,1,N/A,N/A,19,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2002,2002,1,N/A,N/A,6,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2002,2002,1,N/A,N/A,3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2002,2002,1,N/A,N/A,6,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2003,2003,1,N/A,N/A,4,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2003,2003,1,N/A,N/A,2,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2003,2003,1,N/A,N/A,4,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2004,2004,1,N/A,N/A,16,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2004,2004,1,N/A,N/A,6.9,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2004,2004,1,N/A,N/A,14,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2005,2005,1,N/A,N/A,98,peak outbreak - No of cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2005,2005,1,N/A,N/A,98,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2011MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2005,2005,1,N/A,N/A,87,peak outbreak - No of cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"To describe the epidemiology of APSGN within the NT to determine incidence, patterns of disease, and diversity of emm sequence types of GAS responsible for APSGN in the region",Incidence has been calculated from confimred cases only
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2005,2005,1,N/A,N/A,38.8,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2005,2005,1,N/A,N/A,80,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2006,2006,1,N/A,N/A,17,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2006,2006,1,N/A,N/A,5.7,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2006,2006,1,N/A,N/A,12,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2007,2007,1,N/A,N/A,20,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2007,2007,1,N/A,N/A,9.3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2009MAR,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2007,2007,1,N/A,N/A,20,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"Here we review the epidemiology of APSGN within the NT over a 16 year period with the 
aim of determining the current incidence, patterns of disease and diversity of strains of 
GAS responsible for APSGN in the region",These results are from a thesis which was also presented as a publication (2001MAR). The reults presented here are only additional information not captured above. 
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2008,2008,1,N/A,N/A,40,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,13.8,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,17,"incidence per 100,000 (inclusion of probable cases as well)",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,18.9,RR (Indigenous to non-Indigenous Australians),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,261 confirmed cases / 322,proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,61 probable / 322,proportion ,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,304/322,proportion less than 15 yrs,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,277/322,proportion of Aboriginal people,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,280/304,proportion hospitalised patients,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2009,2009,1,N/A,N/A,40,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,43.6,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,Non-Indigenous,N/A,Australia,Northern Terriitory,NT,2009,2016,7,N/A,N/A,1.2,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT - top end,2009,2016,7,N/A,N/A,116/213,proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT Central ,2009,2016,7,N/A,N/A,69/109,proportion,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2010,2010,1,N/A,N/A,15,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2011,2011,1,N/A,N/A,26,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2012,2012,1,N/A,N/A,42,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2013,2013,1,N/A,N/A,25,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2014,2014,1,N/A,N/A,76,peak outbreak - No of cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2014,2014,1,N/A,N/A,76,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2015,2015,1,N/A,N/A,54,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2018CHA,APSGN,All,0,999,All,Both,General,N/A,Australia,Northern Terriitory,NT,2016,2016,1,N/A,N/A,44,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To describes the epidemiology of APSGN in the NT from 2009 to 2016 and identify trends,"total 322 cases (261 confrimed / 61 probable)
Confirmed cases: require lab evidence
Probable cases: clinical evidence only
*dry season (April-September)
Incidence calculations are based on confirmed cases only "
2017SPE,APSGN,All,0,999,All,Both,General,N/A,Australia,Western Australia,WA - Kimberley ,41760,42036,,N/A,N/A,16/148,proportion of ASPGN cases out of total GAS isolates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To identify the emm clusters from GAS isolates associated with ASPGN outbreaks,"148 GAS isolates identified (16 GAS isolates from APSGN cases, 18
isolates from APSGN contacts and 204 isolates from unrelated cases)
In total, 89 cases of
APSGN were reported from the Kimberley region from late 2013 until July 2015."
2017SPE,APSGN,All,0,999,All,Both,General,N/A,Australia,Western Australia,WA - Kimberley ,41760,42036,,N/A,N/A,18/148,proportion of ASPGN close contacts out of total GAS isolates,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To identify the emm clusters from GAS isolates associated with ASPGN outbreaks,"148 GAS isolates identified (16 GAS isolates from APSGN cases, 18
isolates from APSGN contacts and 204 isolates from unrelated cases)
In total, 89 cases of
APSGN were reported from the Kimberley region from late 2013 until July 2015."
2017SPE,APSGN,All,0,999,All,Both,General,N/A,Australia,Western Australia,WA - Kimberley ,late-2013,42186,,N/A,N/A,89,No. cases reported,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To identify the emm clusters from GAS isolates associated with ASPGN outbreaks,"148 GAS isolates identified (16 GAS isolates from APSGN cases, 18
isolates from APSGN contacts and 204 isolates from unrelated cases)
In total, 89 cases of
APSGN were reported from the Kimberley region from late 2013 until July 2015."
2013WHI,APSGN,Children,0,14,<14 yrs,Both,General,N/A,Australia,Queensland,North QLD - Mt Isa Hospital,2006,2010,4,N/A,N/A,53,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"The study aims to assess the health burden of children admitted with ‘scabies’ to Mt Isa Hospital, the referral centre for North West Queensland, from 2006 to 2010. (ASPGN and ARF also catured as a secondary aim)",N/A
2013WHI,APSGN,Children,0,14,<14 yrs,Both,General,N/A,Australia,Queensland,North QLD - Mt Isa Hospital,2006,2010,4,N/A,N/A,23,No. cases,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"The study aims to assess the health burden of children admitted with ‘scabies’ to Mt Isa Hospital, the referral centre for North West Queensland, from 2006 to 2010. (ASPGN and ARF also catured as a secondary aim)",N/A
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous,Indigenous,Australia,Northern Terriitory,Alice Springs,2010,2014,4,N/A,N/A,115.1,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous ,Indigenous,Australia,South Australia,APY Lands,2010,2014,4,N/A,N/A,435.6,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous ,Indigenous,Australia,Northern Terriitory,Barkly,2010,2014,4,N/A,N/A,268.7,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous ,Indigenous,Australia,Northern Terriitory,Central Desert,2010,2014,4,N/A,N/A,221.3,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
2019DOW,APSGN,Children,0,14,<14 yrs,Both,Indigenous ,Indigenous,Australia,Northern Terriitory,MacDonnell,2010,2014,4,N/A,N/A,235.1,"incidence per 100,000",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,To better understand the clinical course and incidence of ,total ASPGN = 69 (63 definate (GAS identified) and 6 probable APSGN)/174 reviewed cases (nephritis syndrom or persistent haematuria coded). 174 total admissions with glomulonephritis ICD codes. 69 with either lab or clinical confirmed post strep cases
